HAGRID,Kingdom,Phylum,Class,Order,Family,Genus,Species,Common name,Female maturity (days),Male maturity (days),Gestation/Incubation (days),Weaning (days),Litter/Clutch size,Litters/Clutches per year,Inter-litter/Interbirth interval,Birth weight (g),Weaning weight (g),Adult weight (g),Growth rate (1/days),Maximum longevity (yrs),Source,Specimen origin,Sample size,Data quality,IMR (per yr),MRDT (yrs),Metabolic rate (W),Body mass (g),Temperature (K),References
76,Animalia,Chordata,Amphibia,Anura,Mantellidae,Mantella,expectata,Blue-legged mantella,365.0,365.0,83.22535211267606,143.75925925925927,145879.21867965368,1.4632120743034054,386.7562254259502,11498.172832026143,54703.19159259259,218070.29300742116,0.1516869409660107,3.0,1060,wild,small,questionable,0.18266046511627906,179.44950000000003,11.830891476874005,13187.900223285485,308.5922469635628,1060
77,Animalia,Chordata,Amphibia,Anura,Microhylidae,Gastrophryne,carolinensis,Eastern narrow-mouthed toad,547.0,365.0,1.0,143.75925925925927,722.0,1.4632120743034054,386.7562254259502,11498.172832026143,54703.19159259259,218070.29300742116,0.1516869409660107,6.8,485,captivity,small,acceptable,0.18266046511627906,179.44950000000003,11.830891476874005,13187.900223285485,308.5922469635628,"485,528,749"
78,Animalia,Chordata,Amphibia,Anura,Microhylidae,Kaloula,pulchra,Malaysian narrowmouth toad,1010.4756860857005,916.1596244131456,83.22535211267606,143.75925925925927,145879.21867965368,1.4632120743034054,386.7562254259502,11498.172832026143,54703.19159259259,218070.29300742116,0.1516869409660107,11.0,485,captivity,medium,acceptable,0.18266046511627906,179.44950000000003,11.830891476874005,13187.900223285485,308.5922469635628,485
79,Animalia,Chordata,Amphibia,Anura,Microhylidae,Microhyla,ornata,Ornate narrow-mouthed frog,547.0,182.0,83.22535211267606,143.75925925925927,145879.21867965368,1.4632120743034054,386.7562254259502,1125.0,54703.19159259259,218070.29300742116,0.1516869409660107,5.0,964,wild,small,acceptable,0.18266046511627906,179.44950000000003,11.830891476874005,13187.900223285485,308.5922469635628,964
80,Animalia,Chordata,Amphibia,Anura,Microhylidae,Phrynomantis,bifasciatus,Red-banded frog,1010.4756860857005,916.1596244131456,83.22535211267606,143.75925925925927,145879.21867965368,1.4632120743034054,386.7562254259502,11498.172832026143,54703.19159259259,218070.29300742116,0.1516869409660107,10.3,451,captivity,medium,acceptable,0.18266046511627906,179.44950000000003,11.830891476874005,13187.900223285485,308.5922469635628,451
81,Animalia,Chordata,Amphibia,Anura,Microhylidae,Scaphiophryne,gottlebei,Rainbow frog,365.0,365.0,83.22535211267606,143.75925925925927,145879.21867965368,1.4632120743034054,386.7562254259502,11498.172832026143,54703.19159259259,218070.29300742116,0.1516869409660107,2.0,1060,wild,small,questionable,0.18266046511627906,179.44950000000003,11.830891476874005,13187.900223285485,308.5922469635628,1060
82,Animalia,Chordata,Amphibia,Anura,Pelobatidae,Pelobates,fuscus,Common Eurasian spadefoot toad,1010.4756860857005,916.1596244131456,8.0,143.75925925925927,1740.0,1.4632120743034054,386.7562254259502,11498.172832026143,54703.19159259259,218070.29300742116,0.1516869409660107,11.0,485,captivity,medium,acceptable,0.18266046511627906,179.44950000000003,11.830891476874005,13187.900223285485,308.5922469635628,"485,749"
83,Animalia,Chordata,Amphibia,Anura,Petropedetidae,Conraua,goliath,Goliath frog,1010.4756860857005,916.1596244131456,83.22535211267606,143.75925925925927,145879.21867965368,1.4632120743034054,386.7562254259502,11498.172832026143,54703.19159259259,218070.29300742116,0.1516869409660107,5.9,451,captivity,small,acceptable,0.18266046511627906,179.44950000000003,11.830891476874005,13187.900223285485,308.5922469635628,"451,749"
84,Animalia,Chordata,Amphibia,Anura,Pipidae,Pipa,pipa,Surinam toad,1010.4756860857005,916.1596244131456,83.22535211267606,143.75925925925927,145879.21867965368,1.4632120743034054,386.7562254259502,11498.172832026143,54703.19159259259,218070.29300742116,0.1516869409660107,7.7,485,captivity,medium,acceptable,0.18266046511627906,179.44950000000003,11.830891476874005,13187.900223285485,308.5922469635628,"485,749"
85,Animalia,Chordata,Amphibia,Anura,Pipidae,Xenopus,laevis,African clawed frog,183.0,916.1596244131456,2.0,143.75925925925927,145879.21867965368,1.4632120743034054,386.7562254259502,11498.172832026143,54703.19159259259,130.0,0.1516869409660107,30.3,451,captivity,large,acceptable,0.18266046511627906,179.44950000000003,0.012,63.6,288.0,"10,37,196,451,526,607,749,1255"
86,Animalia,Chordata,Amphibia,Anura,Pyxicephalidae,Pyxicephalus,adspersus,African bullfrog,1010.4756860857005,916.1596244131456,83.22535211267606,143.75925925925927,145879.21867965368,1.4632120743034054,386.7562254259502,11498.172832026143,54703.19159259259,218070.29300742116,0.1516869409660107,45.0,451,captivity,medium,acceptable,0.18266046511627906,179.44950000000003,11.830891476874005,13187.900223285485,308.5922469635628,"451,749"
87,Animalia,Chordata,Amphibia,Anura,Pyxicephalidae,Tomopterna,delalandii,Cape sand frog,1010.4756860857005,916.1596244131456,83.22535211267606,143.75925925925927,145879.21867965368,1.4632120743034054,386.7562254259502,11498.172832026143,54703.19159259259,218070.29300742116,0.1516869409660107,11.3,451,captivity,small,acceptable,0.18266046511627906,179.44950000000003,11.830891476874005,13187.900223285485,308.5922469635628,451
88,Animalia,Chordata,Amphibia,Anura,Ranidae,Lithobates,catesbeianus,American bullfrog,1277.0,730.0,4.0,143.75925925925927,145879.21867965368,1.4632120743034054,386.7562254259502,11498.172832026143,54703.19159259259,54.4,0.1516869409660107,16.0,485,captivity,medium,acceptable,0.18266046511627906,179.44950000000003,0.0134,51.2,288.0,"2,37,485,526,528,749"
89,Animalia,Chordata,Amphibia,Anura,Ranidae,Lithobates,clamitans,Green frog,730.0,730.0,83.22535211267606,143.75925925925927,4000.0,1.4632120743034054,386.7562254259502,11498.172832026143,54703.19159259259,218070.29300742116,0.1516869409660107,10.0,528,captivity,medium,acceptable,0.18266046511627906,179.44950000000003,11.830891476874005,13187.900223285485,308.5922469635628,"528,749"
90,Animalia,Chordata,Amphibia,Anura,Ranidae,Lithobates,pipiens,Northern leopard frog,730.0,365.0,83.22535211267606,143.75925925925927,4146.0,1.4632120743034054,386.7562254259502,11498.172832026143,54703.19159259259,29.0222,0.1516869409660107,9.0,525,wild,medium,acceptable,0.18266046511627906,179.44950000000003,0.00576,21.6,289.78,"37,42,268,525,528,749"
91,Animalia,Chordata,Amphibia,Anura,Ranidae,Lithobates,septentrionalis,Mink frog,730.0,547.0,83.22535211267606,143.75925925925927,2250.0,1.4632120743034054,386.7562254259502,11498.172832026143,54703.19159259259,218070.29300742116,0.1516869409660107,6.0,528,wild,medium,acceptable,0.18266046511627906,179.44950000000003,11.830891476874005,13187.900223285485,308.5922469635628,"528,749"
92,Animalia,Chordata,Amphibia,Anura,Ranidae,Lithobates,sylvaticus,Wood frog,912.0,547.0,83.22535211267606,143.75925925925927,900.0,1.4632120743034054,386.7562254259502,11498.172832026143,54703.19159259259,7.88,0.1516869409660107,5.0,Other,unknown,medium,questionable,0.18266046511627906,179.44950000000003,0.0041600000000000005,7.8,289.8,"37,43,289,340,528,749"
93,Animalia,Chordata,Amphibia,Anura,Ranidae,Lithobates,virgatipes,Carpenter frog,1010.4756860857005,730.0,83.22535211267606,143.75925925925927,145879.21867965368,1.4632120743034054,386.7562254259502,11498.172832026143,54703.19159259259,218070.29300742116,0.1516869409660107,6.2,485,captivity,small,acceptable,0.18266046511627906,179.44950000000003,11.830891476874005,13187.900223285485,308.5922469635628,"485,749"
94,Animalia,Chordata,Amphibia,Anura,Ranidae,Pelophylax,lessonae,Pool frog,1010.4756860857005,916.1596244131456,83.22535211267606,143.75925925925927,2420.0,1.4632120743034054,386.7562254259502,11498.172832026143,54703.19159259259,218070.29300742116,0.1516869409660107,6.0,525,wild,medium,acceptable,0.18266046511627906,179.44950000000003,11.830891476874005,13187.900223285485,308.5922469635628,"525,749"
95,Animalia,Chordata,Amphibia,Anura,Ranidae,Pelophylax,nigromaculatus,Black-spotted frog,730.0,730.0,83.22535211267606,143.75925925925927,2800.0,1.4632120743034054,386.7562254259502,11498.172832026143,54703.19159259259,218070.29300742116,0.1516869409660107,15.0,651,wild,medium,acceptable,0.18266046511627906,179.44950000000003,11.830891476874005,13187.900223285485,308.5922469635628,"651,749"
96,Animalia,Chordata,Amphibia,Anura,Ranidae,Pelophylax,perezi,Italian green frog,912.0,912.0,6.0,143.75925925925927,145879.21867965368,1.4632120743034054,386.7562254259502,11498.172832026143,54703.19159259259,218070.29300742116,0.1516869409660107,6.8,650,captivity,small,acceptable,0.18266046511627906,179.44950000000003,11.830891476874005,13187.900223285485,308.5922469635628,"525,650,749"
97,Animalia,Chordata,Amphibia,Anura,Ranidae,Pelophylax,ridibundus,Marsh frog,1460.0,1095.0,83.22535211267606,143.75925925925927,6835.0,1.4632120743034054,386.7562254259502,11498.172832026143,54703.19159259259,218070.29300742116,0.1516869409660107,11.0,525,wild,medium,acceptable,0.18266046511627906,179.44950000000003,11.830891476874005,13187.900223285485,308.5922469635628,"525,749,895"
98,Animalia,Chordata,Amphibia,Anura,Ranidae,Rana,amurensis,Siberian wood frog,1640.0,1640.0,83.22535211267606,143.75925925925927,2125.0,1.4632120743034054,386.7562254259502,11498.172832026143,54703.19159259259,218070.29300742116,0.1516869409660107,9.0,525,wild,medium,acceptable,0.18266046511627906,179.44950000000003,11.830891476874005,13187.900223285485,308.5922469635628,"525,749"
99,Animalia,Chordata,Amphibia,Anura,Ranidae,Rana,arvalis,Moor frog,1010.4756860857005,916.1596244131456,83.22535211267606,143.75925925925927,1750.0,1.4632120743034054,386.7562254259502,11498.172832026143,54703.19159259259,218070.29300742116,0.1516869409660107,11.0,525,wild,medium,acceptable,0.18266046511627906,179.44950000000003,11.830891476874005,13187.900223285485,308.5922469635628,"525,749"
100,Animalia,Chordata,Amphibia,Anura,Ranidae,Rana,aurora,California red-legged frog,1010.4756860857005,916.1596244131456,83.22535211267606,143.75925925925927,145879.21867965368,1.4632120743034054,386.7562254259502,11498.172832026143,54703.19159259259,218070.29300742116,0.1516869409660107,15.0,503,wild,medium,acceptable,0.18266046511627906,179.44950000000003,11.830891476874005,13187.900223285485,308.5922469635628,"503,1150"
101,Animalia,Chordata,Amphibia,Anura,Ranidae,Rana,esculenta,Edible frog,1010.4756860857005,916.1596244131456,83.22535211267606,143.75925925925927,145879.21867965368,1.4632120743034054,386.7562254259502,11498.172832026143,54703.19159259259,218070.29300742116,0.1516869409660107,12.0,525,wild,medium,acceptable,0.18266046511627906,179.44950000000003,11.830891476874005,13187.900223285485,308.5922469635628,525
102,Animalia,Chordata,Amphibia,Anura,Ranidae,Rana,iberica,Iberian frog,1010.4756860857005,916.1596244131456,83.22535211267606,143.75925925925927,318.0,1.4632120743034054,386.7562254259502,11498.172832026143,54703.19159259259,218070.29300742116,0.1516869409660107,8.0,525,wild,medium,acceptable,0.18266046511627906,179.44950000000003,11.830891476874005,13187.900223285485,308.5922469635628,"525,749"
103,Animalia,Chordata,Amphibia,Anura,Ranidae,Rana,macrocnemis,Long-legged wood frog,912.0,912.0,83.22535211267606,143.75925925925927,2040.0,1.4632120743034054,386.7562254259502,11498.172832026143,54703.19159259259,218070.29300742116,0.1516869409660107,5.0,525,wild,medium,acceptable,0.18266046511627906,179.44950000000003,11.830891476874005,13187.900223285485,308.5922469635628,"525,749"
104,Animalia,Chordata,Amphibia,Anura,Ranidae,Rana,temporaria,European frog,1095.0,1095.0,83.22535211267606,143.75925925925927,2585.0,1.4632120743034054,386.7562254259502,11498.172832026143,54703.19159259259,218070.29300742116,0.1516869409660107,27.0,Other,unknown,medium,acceptable,0.18266046511627906,179.44950000000003,11.830891476874005,13187.900223285485,308.5922469635628,"25,525,526,749,1118"
105,Animalia,Chordata,Amphibia,Anura,Scaphiopodidae,Scaphiopus,couchii,Couch's spadefoot,1010.4756860857005,916.1596244131456,83.22535211267606,143.75925925925927,3000.0,1.4632120743034054,386.7562254259502,11498.172832026143,54703.19159259259,218070.29300742116,0.1516869409660107,6.7,485,captivity,small,questionable,0.18266046511627906,179.44950000000003,11.830891476874005,13187.900223285485,308.5922469635628,"458,485,749"
106,Animalia,Chordata,Amphibia,Anura,Scaphiopodidae,Scaphiopus,holbrookii,Eastern spadefoot,730.0,730.0,8.0,143.75925925925927,3872.0,1.4632120743034054,386.7562254259502,11498.172832026143,54703.19159259259,218070.29300742116,0.1516869409660107,12.3,485,captivity,small,acceptable,0.18266046511627906,179.44950000000003,11.830891476874005,13187.900223285485,308.5922469635628,"485,528,749"
107,Animalia,Chordata,Amphibia,Anura,Scaphiopodidae,Spea,intermontana,Great Basin spadefoot,1010.4756860857005,916.1596244131456,3.0,143.75925925925927,676.0,1.4632120743034054,386.7562254259502,11498.172832026143,54703.19159259259,218070.29300742116,0.1516869409660107,20.0,437,wild,medium,acceptable,0.18266046511627906,179.44950000000003,11.830891476874005,13187.900223285485,308.5922469635628,"437,749"
108,Animalia,Chordata,Amphibia,Caudata,Ambystomatidae,Ambystoma,gracile,Northwestern salamander,730.0,730.0,83.22535211267606,143.75925925925927,150.0,1.4632120743034054,386.7562254259502,11498.172832026143,54703.19159259259,218070.29300742116,0.1516869409660107,10.2,485,captivity,small,acceptable,0.18266046511627906,179.44950000000003,11.830891476874005,13187.900223285485,308.5922469635628,"485,749"
109,Animalia,Chordata,Amphibia,Caudata,Ambystomatidae,Ambystoma,mabeei,Mabee's salamander,1010.4756860857005,916.1596244131456,83.22535211267606,143.75925925925927,145879.21867965368,1.4632120743034054,386.7562254259502,11498.172832026143,54703.19159259259,218070.29300742116,0.1516869409660107,8.8,485,captivity,small,acceptable,0.18266046511627906,179.44950000000003,11.830891476874005,13187.900223285485,308.5922469635628,485
110,Animalia,Chordata,Amphibia,Caudata,Ambystomatidae,Ambystoma,macrodactylum,Long-toed salamander,730.0,730.0,40.0,143.75925925925927,250.0,1.4632120743034054,386.7562254259502,11498.172832026143,54703.19159259259,218070.29300742116,0.1516869409660107,10.0,437,wild,medium,acceptable,0.18266046511627906,179.44950000000003,11.830891476874005,13187.900223285485,308.5922469635628,"437,749"
111,Animalia,Chordata,Amphibia,Caudata,Ambystomatidae,Ambystoma,maculatum,Spotted salamander,1095.0,730.0,83.22535211267606,143.75925925925927,125.0,1.4632120743034054,386.7562254259502,11498.172832026143,54703.19159259259,12.84,0.1516869409660107,32.0,Other,unknown,medium,acceptable,0.18266046511627906,179.44950000000003,0.005,12.8,290.0,"37,528,749"
112,Animalia,Chordata,Amphibia,Caudata,Ambystomatidae,Ambystoma,mexicanum,Axolotl,548.0,548.0,18.0,143.75925925925927,145879.21867965368,1.4632120743034054,386.7562254259502,11498.172832026143,54703.19159259259,218070.29300742116,0.1516869409660107,17.0,451,captivity,large,acceptable,0.18266046511627906,179.44950000000003,11.830891476874005,13187.900223285485,308.5922469635628,"449,451,749,796,843"
113,Animalia,Chordata,Amphibia,Caudata,Ambystomatidae,Ambystoma,opacum,Marbled salamander,1296.0,1113.0,83.22535211267606,143.75925925925927,100.0,1.4632120743034054,386.7562254259502,11498.172832026143,54703.19159259259,218070.29300742116,0.1516869409660107,11.3,485,captivity,small,acceptable,0.18266046511627906,179.44950000000003,11.830891476874005,13187.900223285485,308.5922469635628,"485,528,749"
114,Animalia,Chordata,Amphibia,Caudata,Ambystomatidae,Ambystoma,rosaceum,Chihuahuan mole salamander,1010.4756860857005,916.1596244131456,83.22535211267606,143.75925925925927,145879.21867965368,1.4632120743034054,386.7562254259502,11498.172832026143,54703.19159259259,218070.29300742116,0.1516869409660107,14.4,451,captivity,small,acceptable,0.18266046511627906,179.44950000000003,11.830891476874005,13187.900223285485,308.5922469635628,451
115,Animalia,Chordata,Amphibia,Caudata,Ambystomatidae,Ambystoma,talpoideum,Mole salamander,730.0,730.0,83.22535211267606,143.75925925925927,350.0,1.4632120743034054,386.7562254259502,11498.172832026143,54703.19159259259,218070.29300742116,0.1516869409660107,9.0,749,unknown,medium,acceptable,0.18266046511627906,179.44950000000003,11.830891476874005,13187.900223285485,308.5922469635628,"528,749"
116,Animalia,Chordata,Amphibia,Caudata,Ambystomatidae,Ambystoma,texanum,Small-mouthed salamander,1010.4756860857005,916.1596244131456,35.0,143.75925925925927,625.0,1.4632120743034054,386.7562254259502,11498.172832026143,54703.19159259259,218070.29300742116,0.1516869409660107,13.8,485,captivity,tiny,acceptable,0.18266046511627906,179.44950000000003,11.830891476874005,13187.900223285485,308.5922469635628,"485,749"
